"facturaId","productoId","cantidad"
"10089","4","1"
"10089","6","15"
"10090","3","1"
"10091","1","12"
"10091","2","6"
"10092","3","1"
"10092","4","1"
"10093","3","1"
"10094","2","2"
"10094","4","1"
"10094","6","15"
"10095","6","10"
"10096","4","1"
"10096","5","11"
"10097","3","1"
"10097","4","1"
"10098","6","10"
"10099","1","2"
"10100","4","1"
"10100","5","11"
"10101","1","2"
"10102","3","1"
"10103","1","12"
"10103","2","6"
"10104","6","10"
"10105","4","1"
"10105","5","11"
"10106","3","1"
"10106","4","1"
"10107","2","2"
"10107","4","1"
"10107","6","15"
"10108","1","12"
"10108","2","6"
"10109","3","1"
"10109","4","1"
"10110","6","10"
"10111","1","2"
"10112","1","2"
"10113","3","1"
"10114","4","1"
"10114","5","11"
"10115","2","2"
"10115","4","1"
"10115","6","15"
"10116","1","12"
"10116","2","6"
"10117","3","1"
"10118","6","10"
"10119","1","2"
"10120","2","2"
"10120","4","1"
"10120","6","15"
"10121","3","1"
"10121","4","1"
"10122","4","1"
"10122","5","11"
"10123","2","2"
"10123","4","1"
"10123","6","15"
"10124","1","12"
"10124","2","6"
"10125","3","1"
"10125","4","1"
"10126","4","1"
"10126","5","11"
"10127","3","1"
"10128","1","12"
"10128","2","6"
"10129","6","10"
"10130","3","1"
"10130","4","1"
"10131","2","2"
"10131","4","1"
"10131","6","15"
"10132","3","1"
"10133","4","1"
"10133","5","11"
"10134","2","2"
"10134","4","1"
"10134","6","15"
"10135","3","1"
"10135","4","1"
"10136","1","2"
"10137","6","10"
"10138","1","12"
"10138","2","6"
"10139","1","2"
"10140","3","1"
"10141","4","1"
"10141","5","11"
"10142","6","10"
"10143","2","2"
"10143","4","1"
"10143","6","15"
"10144","1","12"
"10144","2","6"
"10145","1","2"
"10146","3","1"
"10147","6","10"
"10148","1","2"
"10149","1","12"
"10149","2","6"
"10150","4","1"
"10150","5","11"
"10151","3","1"
"10152","6","10"
"10153","2","2"
"10153","4","1"
"10153","6","15"
"10154","3","1"
"10154","4","1"
"10155","1","2"
"10156","4","1"
"10156","5","11"
"10157","3","1"
"10157","4","1"
"10158","4","1"
"10158","5","11"
"10159","3","1"
"10160","2","2"
"10160","4","1"
"10160","6","15"
"10161","1","12"
"10161","2","6"
"10162","1","2"
"10163","3","1"
"10164","3","1"
"10164","4","1"
"10165","2","2"
"10165","4","1"
"10165","6","15"
"10166","6","10"
"10167","1","2"
"10168","4","1"
"10168","5","11"
"10169","1","12"
"10169","2","6"
"10170","3","1"
"10171","2","2"
"10171","4","1"
"10171","6","15"
"10172","6","10"
"10173","1","12"
"10173","2","6"
"10174","6","10"
"10175","3","1"
"10175","4","1"
"10176","3","1"
"10176","4","1"
"10177","4","1"
"10177","5","11"
"10178","1","2"
"10179","4","1"
"10179","5","11"
"10180","1","2"
"10181","1","12"
"10181","2","6"
"10182","2","2"
"10182","4","1"
"10182","6","15"
"10183","1","12"
"10183","2","6"
"10184","4","1"
"10184","5","11"
"10185","3","1"
"10186","3","1"
"10186","4","1"
"10187","6","10"
"10188","2","2"
"10188","4","1"
"10188","6","15"
"10189","3","1"
"10189","4","1"
"10190","6","10"
"10191","1","2"
"10192","4","1"
"10192","5","11"
"10193","1","12"
"10193","2","6"
"10194","3","1"
"10195","3","1"
"10196","2","2"
"10196","4","1"
"10196","6","15"
"10197","1","2"
"10198","3","1"
"10199","3","1"
"10199","4","1"
"10200","6","10"
"10201","2","2"
"10201","4","1"
"10201","6","15"
"10202","1","2"
"10203","1","12"
"10203","2","6"
"10204","1","12"
"10204","2","6"
"10205","4","1"
"10205","5","11"
"10206","6","10"
"10207","3","1"
"10207","4","1"
"10208","3","1"
"10209","2","2"
"10209","4","1"
"10209","6","15"
"10210","4","1"
"10210","5","11"
"10211","6","10"
"10212","4","1"
"10212","5","11"
"10213","3","1"
"10213","4","1"
"10214","1","2"
"10215","3","1"
"10215","4","1"
"10216","6","10"
"10217","1","12"
"10217","2","6"
"10218","4","1"
"10218","5","11"
"10219","2","2"
"10219","4","1"
"10219","6","15"
"10220","1","2"
"10221","3","1"
"10221","4","1"
"10222","3","1"
"10223","1","12"
"10223","2","6"
"10224","2","2"
"10224","4","1"
"10224","6","15"
"10225","6","10"
"10226","1","12"
"10226","2","6"
"10227","4","1"
"10227","5","11"
"10228","1","2"
"10229","3","1"
"10230","4","1"
"10230","5","11"
"10231","3","1"
"10232","2","2"
"10232","4","1"
"10232","6","15"
"10233","3","1"
"10234","3","1"
"10234","4","1"
"10235","2","2"
"10235","4","1"
"10235","6","15"
"10236","6","10"
"10237","1","12"
"10237","2","6"
"10238","6","10"
"10239","3","1"
"10239","4","1"
"10240","1","2"
"10241","4","1"
"10241","5","11"
"10242","1","12"
"10242","2","6"
"10243","1","2"
"10244","3","1"
"10245","6","10"
"10246","2","2"
"10246","4","1"
"10246","6","15"
"10247","3","1"
"10247","4","1"
"10248","3","1"
"10248","4","1"
"10249","4","1"
"10249","5","11"
"10250","6","10"
"10251","1","2"
"10252","1","2"
"10253","1","12"
"10253","2","6"
"10254","2","2"
"10254","4","1"
"10254","6","15"
"10255","1","12"
"10255","2","6"
"10256","3","1"
"10257","3","1"
"10258","3","1"
"10258","4","1"
"10259","6","10"
"10260","2","2"
"10260","4","1"
"10260","6","15"
"10261","1","2"
"10262","4","1"
"10262","5","11"
"10263","1","12"
"10263","2","6"
"10264","4","1"
"10264","5","11"
"10265","2","2"
"10265","4","1"
"10265","6","15"
"10266","3","1"
"10266","4","1"
"10267","3","1"
"10268","3","1"
"10269","1","2"
"10270","4","1"
"10270","5","11"
"10271","1","12"
"10271","2","6"
"10272","6","10"
"10273","6","10"
"10274","3","1"
"10274","4","1"
"10275","1","2"
"10276","2","2"
"10276","4","1"
"10276","6","15"
"10277","4","1"
"10277","5","11"
"10278","3","1"
"10279","1","12"
"10279","2","6"
"10280","3","1"
"10280","4","1"
"10281","6","10"
"10282","2","2"
"10282","4","1"
"10282","6","15"
"10283","1","2"
"10284","2","2"
"10284","4","1"
"10284","6","15"
"10285","4","1"
"10285","5","11"
"10286","3","1"
"10286","4","1"
"10287","6","10"
"10288","3","1"
"10289","4","1"
"10289","5","11"
"10290","4","1"
"10290","5","11"
"10291","1","2"
"10292","1","12"
"10292","2","6"
"10293","1","12"
"10293","2","6"
"10294","3","1"
"10295","3","1"
"10295","4","1"
"10296","2","2"
"10296","4","1"
"10296","6","15"
"10297","6","10"
"10298","4","1"
"10298","5","11"
"10299","1","2"
"10300","1","12"
"10300","2","6"
"10301","3","1"
"10302","2","2"
"10302","4","1"
"10302","6","15"
"10303","6","10"
"10304","2","2"
"10304","4","1"
"10304","6","15"
"10305","3","1"
"10306","1","2"
"10307","4","1"
"10307","5","11"
"10308","4","1"
"10308","5","11"
"10309","6","10"
"10310","3","1"
"10310","4","1"
"10311","1","2"
"10312","1","12"
"10312","2","6"
"10313","3","1"
"10314","1","12"
"10314","2","6"
"10315","2","2"
"10315","4","1"
"10315","6","15"
"10316","6","10"
"10317","3","1"
"10317","4","1"
"10318","3","1"
"10318","4","1"
"10319","4","1"
"10319","5","11"
"10320","1","2"
"10321","1","12"
"10321","2","6"
"10322","1","2"
"10323","6","10"
"10324","3","1"
"10325","1","12"
"10325","2","6"
"10326","3","1"
"10326","4","1"
"10327","3","1"
"10328","4","1"
"10328","5","11"
"10329","4","1"
"10329","5","11"
"10330","1","2"
"10331","2","2"
"10331","4","1"
"10331","6","15"
"10332","1","12"
"10332","2","6"
"10333","3","1"
"10334","6","10"
"10335","2","2"
"10335","4","1"
"10335","6","15"
"10336","3","1"
"10336","4","1"
"10337","6","10"
"10338","4","1"
"10338","5","11"
"10339","2","2"
"10339","4","1"
"10339","6","15"
"10340","3","1"
"10340","4","1"
"10341","3","1"
"10342","6","10"
"10343","3","1"
"10343","4","1"
"10344","1","2"
"10345","2","2"
"10345","4","1"
"10345","6","15"
"10346","1","2"
"10347","4","1"
"10347","5","11"
"10348","3","1"
"10349","1","12"
"10349","2","6"
"10350","6","10"
"10351","3","1"
"10351","4","1"
"10352","2","2"
"10352","4","1"
"10352","6","15"
"10353","4","1"
"10353","5","11"
"10354","1","2"
"10355","1","12"
"10355","2","6"
"10356","1","12"
"10356","2","6"
"10357","2","2"
"10357","4","1"
"10357","6","15"
"10358","6","10"
"10359","3","1"
"10359","4","1"
"10360","4","1"
"10360","5","11"
"10361","3","1"
"10362","3","1"
"10363","1","2"
"10364","1","12"
"10364","2","6"
"10365","3","1"
"10365","4","1"
"10366","6","10"
"10367","2","2"
"10367","4","1"
"10367","6","15"
"10368","1","2"
"10369","4","1"
"10369","5","11"
"10370","1","12"
"10370","2","6"
"10371","3","1"
"10371","4","1"
"10372","3","1"
"10373","6","10"
"10374","2","2"
"10374","4","1"
"10374","6","15"
"10375","3","1"
"10376","3","1"
"10376","4","1"
"10377","6","10"
"10378","1","2"
"10379","1","12"
"10379","2","6"
"10380","2","2"
"10380","4","1"
"10380","6","15"
"10381","2","2"
"10381","4","1"
"10381","6","15"
"10382","3","1"
"10383","4","1"
"10383","5","11"
"10384","3","1"
"10384","4","1"
"10385","6","10"
"10386","1","2"
"10387","1","2"
"10388","4","1"
"10388","5","11"
"10389","1","12"
"10389","2","6"
"10390","1","12"
"10390","2","6"
"10391","4","1"
"10391","5","11"
"10392","2","2"
"10392","4","1"
"10392","6","15"
"10393","3","1"
"10393","4","1"
"10394","3","1"
"10395","4","1"
"10395","5","11"
"10396","1","2"
"10397","6","10"
"10398","3","1"
"10399","6","10"
"10400","3","1"
"10400","4","1"
"10401","1","12"
"10401","2","6"
"10402","4","1"
"10402","5","11"
"10403","1","12"
"10403","2","6"
"10404","2","2"
"10404","4","1"
"10404","6","15"
"10405","3","1"
"10406","1","2"
"10407","2","2"
"10407","4","1"
"10407","6","15"
"10408","6","10"
"10409","3","1"
"10409","4","1"
"10410","1","2"
"10411","4","1"
"10411","5","11"
"10412","1","2"
"10413","3","1"
"10414","6","10"
"10415","3","1"
"10415","4","1"
"10416","4","1"
"10416","5","11"
"10417","1","12"
"10417","2","6"
"10418","2","2"
"10418","4","1"
"10418","6","15"
"10419","2","2"
"10419","4","1"
"10419","6","15"
"10420","1","12"
"10420","2","6"
"10421","3","1"
"10422","6","10"
"10423","1","2"
"10424","3","1"
"10424","4","1"
"10425","4","1"
"10425","5","11"
"10426","3","1"
"10427","2","2"
"10427","4","1"
"10427","6","15"
"10428","1","12"
"10428","2","6"
"10429","4","1"
"10429","5","11"
"10430","3","1"
"10431","6","10"
"10432","4","1"
"10432","5","11"
"10433","6","10"
"10434","3","1"
"10434","4","1"
"10435","1","12"
"10435","2","6"
"10436","2","2"
"10436","4","1"
"10436","6","15"
"10437","1","12"
"10437","2","6"
"10438","2","2"
"10438","4","1"
"10438","6","15"
"10439","1","2"
"10440","4","1"
"10440","5","11"
"10441","3","1"
"10442","6","10"
"10443","3","1"
"10444","3","1"
"10444","4","1"
"10445","1","2"
"10446","1","12"
"10446","2","6"
"10447","3","1"
"10447","4","1"
"10448","2","2"
"10448","4","1"
"10448","6","15"
"10449","6","10"
"10450","4","1"
"10450","5","11"
"10451","1","12"
"10451","2","6"
"10452","1","2"
"10453","3","1"
"10453","4","1"
"10454","6","10"
"10455","3","1"
"10456","2","2"
"10456","4","1"
"10456","6","15"
"10457","4","1"
"10457","5","11"
"10458","3","1"
"10458","4","1"
"10459","3","1"
"10459","4","1"
"10460","1","2"
"10461","1","2"
"10462","3","1"
"10463","6","10"
"10464","2","2"
"10464","4","1"
"10464","6","15"
"10465","3","1"
"10466","1","2"
"10467","3","1"
"10467","4","1"
"10468","4","1"
"10468","5","11"
"10469","6","10"
"10470","1","12"
"10470","2","6"
"10471","1","12"
"10471","2","6"
"10472","2","2"
"10472","4","1"
"10472","6","15"
"10473","3","1"
"10473","4","1"
"10474","4","1"
"10474","5","11"
"10475","4","1"
"10475","5","11"
"10476","1","2"
"10477","6","10"
"10478","3","1"
"10479","1","12"
"10479","2","6"
"10480","2","2"
"10480","4","1"
"10480","6","15"
"10481","1","2"
"10482","3","1"
"10483","4","1"
"10483","5","11"
"10484","1","12"
"10484","2","6"
"10485","2","2"
"10485","4","1"
"10485","6","15"
"10486","3","1"
"10486","4","1"
"10487","6","10"
"10488","4","1"
"10488","5","11"
"10489","1","2"
"10490","3","1"
"10491","3","1"
"10491","4","1"
"10492","1","12"
"10492","2","6"
"10493","3","1"
"10494","2","2"
"10494","4","1"
"10494","6","15"
"10495","4","1"
"10495","5","11"
"10496","1","2"
"10497","3","1"
"10497","4","1"
"10498","6","10"
"10499","2","2"
"10499","4","1"
"10499","6","15"
"10500","1","12"
"10500","2","6"
"10501","6","10"
"10502","1","2"
"10503","4","1"
"10503","5","11"
"10504","3","1"
"10505","1","12"
"10505","2","6"
"10506","6","10"
"10507","4","1"
"10507","5","11"
"10508","2","2"
"10508","4","1"
"10508","6","15"
"10509","3","1"
"10509","4","1"
"10510","6","10"
"10511","2","2"
"10511","4","1"
"10511","6","15"
"10512","3","1"
"10513","4","1"
"10513","5","11"
"10514","1","2"
"10515","1","2"
"10516","3","1"
"10517","1","12"
"10517","2","6"
"10518","3","1"
"10518","4","1"
"10519","2","2"
"10519","4","1"
"10519","6","15"
"10520","6","10"
"10521","3","1"
"10521","4","1"
"10522","1","2"
"10523","1","12"
"10523","2","6"
"10524","1","12"
"10524","2","6"
"10525","2","2"
"10525","4","1"
"10525","6","15"
"10526","6","10"
"10527","3","1"
"10527","4","1"
"10528","4","1"
"10528","5","11"
"10529","3","1"
"10530","1","2"
"10531","3","1"
"10532","1","12"
"10532","2","6"
"10533","3","1"
"10533","4","1"
"10534","4","1"
"10534","5","11"
"10535","4","1"
"10535","5","11"
"10536","1","2"
"10537","2","2"
"10537","4","1"
"10537","6","15"
"10538","6","10"
"10539","1","12"
"10539","2","6"
"10540","2","2"
"10540","4","1"
"10540","6","15"
"10541","3","1"
"10542","6","10"
"10543","3","1"
"10543","4","1"
"10544","4","1"
"10544","5","11"
"10545","1","2"
"10546","1","12"
"10546","2","6"
"10547","3","1"
"10548","2","2"
"10548","4","1"
"10548","6","15"
"10549","3","1"
"10549","4","1"
"10550","4","1"
"10550","5","11"
"10551","3","1"
"10552","1","12"
"10552","2","6"
"10553","4","1"
"10553","5","11"
"10554","3","1"
"10554","4","1"
"10555","6","10"
"10556","2","2"
"10556","4","1"
"10556","6","15"
"10557","6","10"
"10558","1","2"
"10559","2","2"
"10559","4","1"
"10559","6","15"
"10560","3","1"
"10561","1","12"
"10561","2","6"
"10562","6","10"
"10563","3","1"
"10563","4","1"
"10564","1","2"
"10565","4","1"
"10565","5","11"
"10566","1","12"
"10566","2","6"
"10567","1","2"
"10568","2","2"
"10568","4","1"
"10568","6","15"
"10569","3","1"
"10570","1","12"
"10570","2","6"
"10571","3","1"
"10572","6","10"
"10573","2","2"
"10573","4","1"
"10573","6","15"
"10574","4","1"
"10574","5","11"
"10575","3","1"
"10575","4","1"
"10576","6","10"
"10577","1","2"
"10578","3","1"
"10578","4","1"
"10579","4","1"
"10579","5","11"
"10580","1","2"
"10581","4","1"
"10581","5","11"
"10582","3","1"
"10583","2","2"
"10583","4","1"
"10583","6","15"
"10584","1","12"
"10584","2","6"
"10585","3","1"
"10585","4","1"
"10586","6","10"
"10587","4","1"
"10587","5","11"
"10588","1","2"
"10589","2","2"
"10589","4","1"
"10589","6","15"
"10590","6","10"
"10591","3","1"
"10591","4","1"
"10592","3","1"
"10593","4","1"
"10593","5","11"
"10594","1","2"
"10595","1","12"
"10595","2","6"
"10596","3","1"
"10597","2","2"
"10597","4","1"
"10597","6","15"
"10598","3","1"
"10598","4","1"
"10599","6","10"
"10600","1","12"
"10600","2","6"
"10601","1","2"
"10602","4","1"
"10602","5","11"
"10603","1","12"
"10603","2","6"
"10604","2","2"
"10604","4","1"
"10604","6","15"
"10605","4","1"
"10605","5","11"
"10606","1","12"
"10606","2","6"
"10607","2","2"
"10607","4","1"
"10607","6","15"
"10608","3","1"
"10609","6","10"
"10610","3","1"
"10610","4","1"
"10611","1","2"
"10612","4","1"
"10612","5","11"
"10613","1","12"
"10613","2","6"
"10614","3","1"
"10614","4","1"
"10615","1","2"
"10616","3","1"
"10617","2","2"
"10617","4","1"
"10617","6","15"
"10618","3","1"
"10618","4","1"
"10619","3","1"
"10620","6","10"
"10621","6","10"
"10622","1","2"
"10623","1","2"
"10624","3","1"
"10625","6","10"
"10626","3","1"
"10626","4","1"
"10627","4","1"
"10627","5","11"
"10628","4","1"
"10628","5","11"
"10629","1","12"
"10629","2","6"
"10630","2","2"
"10630","4","1"
"10630","6","15"
"10631","1","12"
"10631","2","6"
"10632","3","1"
"10633","2","2"
"10633","4","1"
"10633","6","15"
"10634","6","10"
"10635","3","1"
"10635","4","1"
"10636","1","2"
"10637","4","1"
"10637","5","11"
"10638","1","12"
"10638","2","6"
"10639","2","2"
"10639","4","1"
"10639","6","15"
"10640","3","1"
"10640","4","1"
"10641","1","2"
"10642","4","1"
"10642","5","11"
"10643","1","12"
"10643","2","6"
"10644","3","1"
"10645","6","10"
"10646","2","2"
"10646","4","1"
"10646","6","15"
"10647","3","1"
"10648","6","10"
"10649","3","1"
"10649","4","1"
"10650","1","2"
"10651","4","1"
"10651","5","11"
"10652","1","12"
"10652","2","6"
"10653","3","1"
"10654","2","2"
"10654","4","1"
"10654","6","15"
"10655","6","10"
"10656","3","1"
"10656","4","1"
"10657","4","1"
"10657","5","11"
"10658","1","2"
"10659","6","10"
"10660","3","1"
"10660","4","1"
"10661","3","1"
"10662","4","1"
"10662","5","11"
"10663","1","12"
"10663","2","6"
"10664","2","2"
"10664","4","1"
"10664","6","15"
"10665","1","2"
"10666","1","12"
"10666","2","6"
"10667","3","1"
"10668","2","2"
"10668","4","1"
"10668","6","15"
"10669","6","10"
"10670","1","2"
"10671","3","1"
"10671","4","1"
"10672","4","1"
"10672","5","11"
"10673","1","12"
"10673","2","6"
"10674","1","12"
"10674","2","6"
"10675","1","2"
"10676","6","10"
"10677","3","1"
"10678","3","1"
"10678","4","1"
"10679","2","2"
"10679","4","1"
"10679","6","15"
"10680","3","1"
"10681","2","2"
"10681","4","1"
"10681","6","15"
"10682","4","1"
"10682","5","11"
"10683","3","1"
"10683","4","1"
"10684","6","10"
"10685","1","2"
"10686","4","1"
"10686","5","11"
"10687","3","1"
"10688","1","12"
"10688","2","6"
"10689","2","2"
"10689","4","1"
"10689","6","15"
"10690","1","2"
"10691","3","1"
"10692","2","2"
"10692","4","1"
"10692","6","15"
"10693","3","1"
"10693","4","1"
"10694","6","10"
"10695","1","2"
"10696","4","1"
"10696","5","11"
"10697","1","12"
"10697","2","6"
"10698","3","1"
"10699","6","10"
"10700","2","2"
"10700","4","1"
"10700","6","15"
"10701","6","10"
"10702","3","1"
"10702","4","1"
"10703","3","1"
"10703","4","1"
"10704","4","1"
"10704","5","11"
"10705","1","12"
"10705","2","6"
"10706","4","1"
"10706","5","11"
"10707","2","2"
"10707","4","1"
"10707","6","15"
"10708","1","2"
"10709","1","2"
"10710","1","12"
"10710","2","6"
"10711","3","1"
"10712","1","12"
"10712","2","6"
"10713","3","1"
"10713","4","1"
"10714","2","2"
"10714","4","1"
"10714","6","15"
"10715","3","1"
"10715","4","1"
"10716","6","10"
"10717","6","10"
"10718","4","1"
"10718","5","11"
"10719","2","2"
"10719","4","1"
"10719","6","15"
"10720","1","12"
"10720","2","6"
"10721","4","1"
"10721","5","11"
"10722","1","2"
"10723","3","1"
"10724","3","1"
"10724","4","1"
"10725","4","1"
"10725","5","11"
"10726","3","1"
"10727","4","1"
"10727","5","11"
"10728","6","10"
"10729","1","2"
"10730","4","1"
"10730","5","11"
"10731","1","2"
"10732","1","12"
"10732","2","6"
"10733","3","1"
"10734","3","1"
"10734","4","1"
"10735","2","2"
"10735","4","1"
"10735","6","15"
"10736","3","1"
"10737","6","10"
"10738","2","2"
"10738","4","1"
"10738","6","15"
"10739","6","10"
"10740","3","1"
"10740","4","1"
"10741","1","2"
"10742","4","1"
"10742","5","11"
"10743","1","12"
"10743","2","6"
"10744","3","1"
"10745","2","2"
"10745","4","1"
"10745","6","15"
"10746","1","12"
"10746","2","6"
"10747","4","1"
"10747","5","11"
"10748","3","1"
"10749","3","1"
"10749","4","1"
"10750","6","10"
"10751","3","1"
"10751","4","1"
"10752","1","12"
"10752","2","6"
"10753","2","2"
"10753","4","1"
"10753","6","15"
"10754","4","1"
"10754","5","11"
"10755","1","2"
"10756","1","12"
"10756","2","6"
"10757","3","1"
"10758","6","10"
"10759","6","10"
"10760","2","2"
"10760","4","1"
"10760","6","15"
"10761","3","1"
"10761","4","1"
"10762","1","2"
"10763","4","1"
"10763","5","11"
"10764","1","2"
"10765","1","12"
"10765","2","6"
"10766","4","1"
"10766","5","11"
"10767","2","2"
"10767","4","1"
"10767","6","15"
"10768","1","2"
"10769","1","12"
"10769","2","6"
"10770","3","1"
"10771","3","1"
"10771","4","1"
"10772","3","1"
"10773","6","10"
"10774","6","10"
"10775","3","1"
"10775","4","1"
"10776","2","2"
"10776","4","1"
"10776","6","15"
"10777","1","2"
"10778","4","1"
"10778","5","11"
"10779","3","1"
"10780","1","12"
"10780","2","6"
"10781","6","10"
"10782","2","2"
"10782","4","1"
"10782","6","15"
"10783","3","1"
"10783","4","1"
"10784","3","1"
"10785","1","12"
"10785","2","6"
"10786","6","10"
"10787","3","1"
"10787","4","1"
"10788","4","1"
"10788","5","11"
"10789","1","2"
"10790","4","1"
"10790","5","11"
"10791","1","12"
"10791","2","6"
"10792","3","1"
"10793","1","2"
"10794","2","2"
"10794","4","1"
"10794","6","15"
"10795","6","10"
"10796","2","2"
"10796","4","1"
"10796","6","15"
"10797","1","2"
"10798","3","1"
"10798","4","1"
"10799","4","1"
"10799","5","11"
"10800","1","12"
"10800","2","6"
"10801","1","2"
"10802","6","10"
"10803","4","1"
"10803","5","11"
"10804","3","1"
"10805","1","12"
"10805","2","6"
"10806","3","1"
"10807","3","1"
"10807","4","1"
"10808","3","1"
"10808","4","1"
"10809","2","2"
"10809","4","1"
"10809","6","15"
"10810","6","10"
"10811","2","2"
"10811","4","1"
"10811","6","15"
"10812","1","12"
"10812","2","6"
"10813","1","2"
"10814","4","1"
"10814","5","11"
"10815","3","1"
"10816","3","1"
"10816","4","1"
"10817","2","2"
"10817","4","1"
"10817","6","15"
"10818","6","10"
"10819","4","1"
"10819","5","11"
"10820","6","10"
"10821","3","1"
"10821","4","1"
"10822","1","2"
"10823","1","12"
"10823","2","6"
"10824","2","2"
"10824","4","1"
"10824","6","15"
"10825","3","1"
"10826","4","1"
"10826","5","11"
"10827","1","2"
"10828","1","12"
"10828","2","6"
"10829","3","1"
"10830","6","10"
"10831","2","2"
"10831","4","1"
"10831","6","15"
"10832","3","1"
"10832","4","1"
"10833","1","2"
"10834","1","12"
"10834","2","6"
"10835","4","1"
"10835","5","11"
"10836","3","1"
"10837","1","2"
"10838","6","10"
"10839","3","1"
"10840","4","1"
"10840","5","11"
"10841","1","12"
"10841","2","6"
"10842","4","1"
"10842","5","11"
"10843","1","2"
"10844","6","10"
"10845","2","2"
"10845","4","1"
"10845","6","15"
"10846","3","1"
"10846","4","1"
"10847","3","1"
"10848","2","2"
"10848","4","1"
"10848","6","15"
"10849","1","12"
"10849","2","6"
"10850","3","1"
"10850","4","1"
"10851","6","10"
"10852","3","1"
"10852","4","1"
"10853","1","2"
"10854","4","1"
"10854","5","11"
"10855","3","1"
"10856","2","2"
"10856","4","1"
"10856","6","15"
"10857","6","10"
"10858","3","1"
"10858","4","1"
"10859","4","1"
"10859","5","11"
"10860","1","2"
"10861","3","1"
"10862","1","12"
"10862","2","6"
"10863","2","2"
"10863","4","1"
"10863","6","15"
"10864","3","1"
"10864","4","1"
"10865","2","2"
"10865","4","1"
"10865","6","15"
"10866","6","10"
"10867","1","12"
"10867","2","6"
"10868","1","2"
"10869","4","1"
"10869","5","11"
"10870","1","12"
"10870","2","6"
"10871","6","10"
"10872","3","1"
"10873","3","1"
"10873","4","1"
"10874","4","1"
"10874","5","11"
"10875","1","2"
"10876","2","2"
"10876","4","1"
"10876","6","15"
"10877","4","1"
"10877","5","11"
"10878","3","1"
"10879","2","2"
"10879","4","1"
"10879","6","15"
"10880","3","1"
"10880","4","1"
"10881","6","10"
"10882","1","2"
"10883","1","12"
"10883","2","6"
"10884","4","1"
"10884","5","11"
"10885","1","12"
"10885","2","6"
"10886","3","1"
"10887","3","1"
"10887","4","1"
"10888","6","10"
"10889","2","2"
"10889","4","1"
"10889","6","15"
"10890","4","1"
"10890","5","11"
"10891","1","2"
"10892","6","10"
"10893","4","1"
"10893","5","11"
"10894","1","2"
"10895","2","2"
"10895","4","1"
"10895","6","15"
"10896","1","12"
"10896","2","6"
"10897","3","1"
"10897","4","1"
"10898","3","1"
"10899","6","10"
"10900","1","2"
"10901","4","1"
"10901","5","11"
"10902","1","12"
"10902","2","6"
"10903","1","12"
"10903","2","6"
"10904","3","1"
"10905","3","1"
"10905","4","1"
"10906","2","2"
"10906","4","1"
"10906","6","15"
"10907","2","2"
"10907","4","1"
"10907","6","15"
"10908","6","10"
"10909","3","1"
"10909","4","1"
"10910","4","1"
"10910","5","11"
"10911","1","2"
"10912","3","1"
"10913","3","1"
"10914","1","12"
"10914","2","6"
"10915","2","2"
"10915","4","1"
"10915","6","15"
"10916","3","1"
"10916","4","1"
"10917","6","10"
"10918","1","2"
"10919","1","12"
"10919","2","6"
"10920","4","1"
"10920","5","11"
"10921","2","2"
"10921","4","1"
"10921","6","15"
"10922","3","1"
"10923","3","1"
"10923","4","1"
"10924","6","10"
"10925","1","2"
"10926","4","1"
"10926","5","11"
"10927","1","12"
"10927","2","6"
"10928","4","1"
"10928","5","11"
"10929","3","1"
"10930","1","2"
"10931","6","10"
"10932","3","1"
"10933","1","12"
"10933","2","6"
"10934","3","1"
"10934","4","1"
"10935","2","2"
"10935","4","1"
"10935","6","15"
"10936","2","2"
"10936","4","1"
"10936","6","15"
"10937","1","2"
"10938","4","1"
"10938","5","11"
"10939","3","1"
"10940","4","1"
"10940","5","11"
"10941","1","2"
"10942","3","1"
"10942","4","1"
"10943","6","10"
"10944","2","2"
"10944","4","1"
"10944","6","15"
"10945","1","12"
"10945","2","6"
"10946","3","1"
"10946","4","1"
"10947","3","1"
"10948","6","10"
"10949","2","2"
"10949","4","1"
"10949","6","15"
"10950","3","1"
"10950","4","1"
"10951","4","1"
"10951","5","11"
"10952","1","2"
"10953","1","12"
"10953","2","6"
"10954","3","1"
"10955","2","2"
"10955","4","1"
"10955","6","15"
"10956","6","10"
"10957","1","2"
"10958","3","1"
"10958","4","1"
"10959","4","1"
"10959","5","11"
"10960","2","2"
"10960","4","1"
"10960","6","15"
"10961","1","12"
"10961","2","6"
"10962","3","1"
"10962","4","1"
"10963","3","1"
"10964","6","10"
"10965","1","2"
"10966","6","10"
"10967","4","1"
"10967","5","11"
"10968","3","1"
"10968","4","1"
"10969","1","12"
"10969","2","6"
"10970","6","10"
"10971","3","1"
"10972","2","2"
"10972","4","1"
"10972","6","15"
"10973","1","2"
"10974","4","1"
"10974","5","11"
"10975","3","1"
"10976","1","12"
"10976","2","6"
"10977","1","12"
"10977","2","6"
"10978","2","2"
"10978","4","1"
"10978","6","15"
"10979","6","10"
"10980","4","1"
"10980","5","11"
"10981","3","1"
"10981","4","1"
"10982","1","2"
"10983","3","1"
"10984","6","10"
"10985","1","2"
"10986","4","1"
"10986","5","11"
"10987","1","12"
"10987","2","6"
"10988","3","1"
"10988","4","1"
"10989","1","12"
"10989","2","6"
"10990","2","2"
"10990","4","1"
"10990","6","15"
"10991","2","2"
"10991","4","1"
"10991","6","15"
"10992","3","1"
"10993","6","10"
"10994","3","1"
